model,category,dataset,query_format,chunk_strategy,n_chunks,chunk_expansion,pooling,has_prefix,MRR@1,Recall@1,HitRate@1,MRR@5,Recall@5,HitRate@5,MRR@10,Recall@10,HitRate@10,MRR@20,Recall@20,HitRate@20,MRR@50,Recall@50,HitRate@50,MRR@100,Recall@100,HitRate@100,P@1,NDCG@10,MAP@10,MeanRank,MedianRank,IQR_lo,IQR_hi,Rank>50_pct,Rank>100_pct,MRR@10_lo,MRR@10_hi,len_tercile_boundaries,len_MRR@10_short,len_P@1_short,len_Recall@10_short,len_MedianRank_short,len_n_short,len_mean_len_short,len_MRR@10_medium,len_P@1_medium,len_Recall@10_medium,len_MedianRank_medium,len_n_medium,len_mean_len_medium,len_MRR@10_long,len_P@1_long,len_Recall@10_long,len_MedianRank_long,len_n_long,len_mean_len_long,lex_spearman_rho,lex_spearman_p,lex_pearson_r,lex_pearson_p,lex_mean_overlap,lex_MRR@10_low_overlap,lex_P@1_low_overlap,lex_n_low_overlap,lex_MRR@10_mid_overlap,lex_P@1_mid_overlap,lex_n_mid_overlap,lex_MRR@10_high_overlap,lex_P@1_high_overlap,lex_n_high_overlap,geom_anisotropy,geom_self_similarity,geom_isoscore,geom_effective_rank
MedCPT,Biomedical Retriever,PMC-Patients,natural_language,full,500,1.0,cls,False,0.632,0.632,0.632,0.712,0.838,0.838,0.7199,0.898,0.898,0.7232181047280892,0.946,0.946,0.7242686347779496,0.978,0.978,0.7245300456810735,0.994,0.994,0.632,0.7628977777602365,0.7199,5.138,1.0,1.0,3.0,2.1999999999999997,0.6,0.6849856150793652,0.7515400595238094,"[305.0, 495.16500000000013]",0.7575467687074829,0.6845238095238095,0.8869047619047619,1.0,168.0,208.53571428571428,0.6698869648869649,0.5818181818181818,0.8848484848484849,1.0,165.0,396.8727272727273,0.731441878148465,0.6287425149700598,0.9221556886227545,1.0,167.0,704.8383233532934,,,,,,,,,,,,,,,,,,
MedCPT,Biomedical Retriever,PMC-Patients,keyword,fixed_256,1623,3.25,cls,False,0.486,0.486,0.486,0.5555,0.672,0.672,0.5684523809523809,0.766,0.766,0.5733936599348365,0.836,0.836,0.5750280617184954,0.888,0.888,0.5759666499619848,0.95,0.95,0.486,0.6153838540756373,0.5684523809523809,26.67,2.0,1.0,9.0,11.200000000000001,5.0,0.5282269246031746,0.6077732936507937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedCPT,Biomedical Retriever,PMC-Patients,natural_language,fixed_256,1623,3.25,cls,False,0.738,0.738,0.738,0.8042333333333334,0.904,0.904,0.8097214285714285,0.946,0.946,0.8111786100724182,0.968,0.968,0.8117487342436523,0.984,0.984,0.811937957589444,0.998,0.998,0.738,0.8427677737167047,0.8097214285714285,4.028,1.0,1.0,2.0,1.6,0.2,0.7789947222222222,0.8397525793650793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedCPT,Biomedical Retriever,PMC-Patients,keyword,fixed_512,838,1.68,cls,False,0.444,0.444,0.444,0.5273333333333332,0.658,0.658,0.5360682539682539,0.728,0.728,0.5402692493694816,0.788,0.788,0.5436808384574531,0.896,0.896,0.5443957488454191,0.944,0.944,0.444,0.5820766674081088,0.5360682539682539,23.64,2.0,1.0,13.0,10.4,5.6000000000000005,0.49694009920634924,0.5746803571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedCPT,Biomedical Retriever,PMC-Patients,natural_language,fixed_512,838,1.68,cls,False,0.622,0.622,0.622,0.7051,0.836,0.836,0.7127007936507936,0.892,0.892,0.7156106943280317,0.932,0.932,0.7171263489102405,0.976,0.976,0.7173818104259173,0.992,0.992,0.622,0.7562028945629993,0.7127007936507936,5.676,1.0,1.0,3.0,2.4,0.8,0.6785165277777778,0.7442837698412698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedCPT,Biomedical Retriever,PMC-Patients,keyword,section,501,1.0,cls,False,0.49,0.49,0.49,0.5571999999999999,0.664,0.664,0.5686730158730159,0.752,0.752,0.5731660296359987,0.816,0.816,0.5767936511362137,0.918,0.918,0.5773863261077129,0.958,0.958,0.49,0.6121199331307212,0.5686730158730159,16.934,2.0,1.0,10.0,8.200000000000001,4.2,0.5312253968253968,0.6069321825396825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedCPT,Biomedical Retriever,PMC-Patients,natural_language,section,501,1.0,cls,False,0.632,0.632,0.632,0.7113333333333333,0.836,0.836,0.7195666666666667,0.898,0.898,0.7228847713947559,0.946,0.946,0.7239353014446163,0.978,0.978,0.72419671234774,0.994,0.994,0.632,0.7626101921344525,0.7195666666666667,5.144,1.0,1.0,3.0,2.1999999999999997,0.6,0.6846606150793652,0.7515400595238094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedCPT,Biomedical Retriever,Synthetic,keyword,full,500,1.0,cls,False,0.1,0.1,0.1,0.18773333333333334,0.362,0.362,0.21175238095238094,0.55,0.55,0.2250688118469078,0.748,0.748,0.23125261301385264,0.924,0.924,0.232002549947578,0.972,0.972,0.1,0.29036184613804467,0.21175238095238094,19.12,9.0,3.75,21.0,7.6,2.8000000000000003,0.18408357142857143,0.23678964285714282,"[289.0, 310.0]",0.17089793281653748,0.0872093023255814,0.45930232558139533,12.5,172.0,273.0348837209302,0.22222939376553835,0.10240963855421686,0.5843373493975904,9.0,166.0,300.28915662650604,0.24439300411522635,0.1111111111111111,0.6111111111111112,8.0,162.0,330.2098765432099,-0.06280519246299437,0.1608446540679361,-0.010145094012885195,0.820976466048954,0.021358872458362526,0.20243230625583566,0.08823529411764706,170.0,0.1662278244631186,0.06470588235294118,170.0,0.2700248015873016,0.15,160.0,0.8191730976104736,0.91119784116745,0.9052279669689286,277.448974609375
MedCPT,Biomedical Retriever,Synthetic,natural_language,full,500,1.0,cls,False,0.114,0.114,0.114,0.18176666666666666,0.312,0.312,0.20102936507936506,0.46,0.46,0.21216898132826928,0.622,0.622,0.21722408111878888,0.772,0.772,0.21850869846647397,0.862,0.862,0.114,0.2612813529886858,0.20102936507936506,42.346,13.0,4.0,44.0,22.8,13.8,0.1722405555555556,0.23061353174603175,"[289.0, 310.0]",0.14716915836101882,0.0872093023255814,0.36627906976744184,17.5,172.0,273.0348837209302,0.21325779307707018,0.1144578313253012,0.4939759036144578,11.0,166.0,300.28915662650604,0.24568391142465215,0.1419753086419753,0.5246913580246914,9.5,162.0,330.2098765432099,,,,,,,,,,,,,,,,,,
MedCPT,Biomedical Retriever,Synthetic,keyword,fixed_256,1401,2.8,cls,False,0.088,0.088,0.088,0.17256666666666667,0.338,0.338,0.19584920634920636,0.514,0.514,0.20865216604001435,0.696,0.696,0.2146042658238821,0.864,0.864,0.21599807040709498,0.96,0.96,0.088,0.2700770726223093,0.19584920634920636,23.38,10.0,4.0,25.0,13.600000000000001,4.0,0.1699065873015873,0.22144285714285716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedCPT,Biomedical Retriever,Synthetic,natural_language,fixed_256,1401,2.8,cls,False,0.102,0.102,0.102,0.17023333333333335,0.294,0.294,0.18857936507936507,0.432,0.432,0.19983284296542808,0.586,0.586,0.20570700997723876,0.758,0.758,0.206663480612366,0.826,0.826,0.102,0.24540201973211123,0.18857936507936507,54.846,13.0,4.0,49.0,24.2,17.4,0.16185255952380953,0.21638779761904764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedCPT,Biomedical Retriever,Synthetic,keyword,fixed_512,506,1.01,cls,False,0.098,0.098,0.098,0.1855,0.358,0.358,0.20995,0.548,0.548,0.2231910403493995,0.744,0.744,0.229511986146038,0.924,0.924,0.23026192307976334,0.972,0.972,0.098,0.2885377495901299,0.20995,19.208,9.0,3.75,21.0,7.6,2.8000000000000003,0.18325488095238096,0.23533376984126983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedCPT,Biomedical Retriever,Synthetic,natural_language,fixed_512,506,1.01,cls,False,0.116,0.116,0.116,0.18039999999999998,0.304,0.304,0.20014920634920633,0.454,0.454,0.21123459047832113,0.614,0.614,0.21641903605576557,0.768,0.768,0.21767641887730765,0.854,0.854,0.116,0.25917227648406027,0.20014920634920633,43.408,13.0,4.0,45.25,23.200000000000003,14.6,0.17296117063492064,0.2303672420634921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedCPT,Biomedical Retriever,Synthetic,keyword,section,506,1.01,cls,False,0.102,0.102,0.102,0.18916666666666668,0.36,0.36,0.21386666666666668,0.552,0.552,0.22691499919928712,0.746,0.746,0.23319336562408888,0.924,0.924,0.23394405670562718,0.972,0.972,0.102,0.29241510459028075,0.21386666666666668,19.092,9.0,4.0,21.0,7.6,2.8000000000000003,0.1860958531746032,0.23897009920634918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedCPT,Biomedical Retriever,Synthetic,natural_language,section,506,1.01,cls,False,0.116,0.116,0.116,0.1827,0.31,0.31,0.20210714285714285,0.458,0.458,0.21349995827186227,0.622,0.622,0.21862776359347935,0.774,0.774,0.21984921712941213,0.86,0.86,0.116,0.2616518109428996,0.20210714285714285,43.066,12.5,4.0,44.0,22.6,14.000000000000002,0.17446236111111113,0.2313463492063492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGE-base,General Embedding,MTSamples,keyword,full,500,1.0,mean,False,0.684,0.684,0.684,0.7515999999999999,0.854,0.854,0.7589071428571429,0.906,0.906,0.76119566348684,0.936,0.936,0.7621367489942071,0.964,0.964,0.762272200838508,0.974,0.974,0.684,0.7945222166726497,0.7589071428571429,8.452,1.0,1.0,2.0,3.5999999999999996,2.6,0.7268499603174603,0.7925880357142858,"[297.33399999999995, 508.833]",0.8003540537971675,0.7305389221556886,0.9281437125748503,1.0,167.0,197.32934131736528,0.7655000956205775,0.6927710843373494,0.9036144578313253,1.0,166.0,391.09638554216866,0.7109067579127458,0.6287425149700598,0.8862275449101796,1.0,167.0,794.8203592814372,-0.3229022230171966,1.3473295316840225e-13,-0.17176437380501786,0.0001134434596991836,0.023151511067052426,0.6066628647466971,0.5209580838323353,167.0,0.7948508318990247,0.7108433734939759,166.0,0.8754229635966163,0.8203592814371258,167.0,0.670666515827179,0.842327892780304,0.936602285103369,314.3886413574219
BGE-base,General Embedding,MTSamples,natural_language,full,500,1.0,mean,False,0.836,0.836,0.836,0.8796666666666667,0.944,0.944,0.8821301587301587,0.964,0.964,0.8831003310415075,0.978,0.978,0.8833316191977956,0.986,0.986,0.883384840486311,0.99,0.99,0.836,0.9021659209210873,0.8821301587301587,4.132,1.0,1.0,1.0,1.4000000000000001,1.0,0.857620238095238,0.9065571428571428,"[297.33399999999995, 508.833]",0.8887890884896873,0.844311377245509,0.9820359281437125,1.0,167.0,197.32934131736528,0.8623493975903613,0.8072289156626506,0.9397590361445783,1.0,166.0,391.09638554216866,0.8951335424389316,0.8562874251497006,0.9700598802395209,1.0,167.0,794.8203592814372,,,,,,,,,,,,,,,,,,
BGE-base,General Embedding,MTSamples,keyword,fixed_256,1943,3.89,mean,False,0.642,0.642,0.642,0.7312000000000001,0.87,0.87,0.7354896825396825,0.9,0.9,0.7381936691963008,0.936,0.936,0.7392461796527227,0.97,0.97,0.7394495311666353,0.984,0.984,0.642,0.7760885883470391,0.7354896825396825,12.062,1.0,1.0,2.0,3.0,1.6,0.6993126587301587,0.7680041468253969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGE-base,General Embedding,MTSamples,natural_language,fixed_256,1943,3.89,mean,False,0.846,0.846,0.846,0.8859,0.952,0.952,0.8881436507936508,0.968,0.968,0.8885642857142857,0.974,0.974,0.8890262136012136,0.988,0.988,0.889064675139675,0.99,0.99,0.846,0.9077143105105029,0.8881436507936508,5.616,1.0,1.0,1.0,1.2,1.0,0.8654355555555556,0.9094540674603174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGE-base,General Embedding,MTSamples,keyword,fixed_512,973,1.95,mean,False,0.686,0.686,0.686,0.7540999999999999,0.86,0.86,0.760079365079365,0.906,0.906,0.7628804867904713,0.946,0.946,0.7637912058662939,0.974,0.974,0.7639287399135626,0.982,0.982,0.686,0.795416523252058,0.760079365079365,7.2,1.0,1.0,2.0,2.6,1.7999999999999998,0.7274082142857142,0.7903990873015873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGE-base,General Embedding,MTSamples,natural_language,fixed_512,973,1.95,mean,False,0.844,0.844,0.844,0.8860999999999999,0.948,0.948,0.8883857142857143,0.962,0.962,0.8896496077022393,0.98,0.98,0.890017967490599,0.99,0.99,0.8900704366264015,0.994,0.994,0.844,0.9066593728900113,0.8883857142857143,3.586,1.0,1.0,1.0,1.0,0.6,0.8645827380952381,0.9112404761904761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGE-base,General Embedding,MTSamples,keyword,section,500,1.0,mean,False,0.684,0.684,0.684,0.7515999999999999,0.854,0.854,0.7589071428571429,0.906,0.906,0.76119566348684,0.936,0.936,0.7621367489942071,0.964,0.964,0.762272200838508,0.974,0.974,0.684,0.7945222166726497,0.7589071428571429,8.452,1.0,1.0,2.0,3.5999999999999996,2.6,0.7268499603174603,0.7925880357142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGE-base,General Embedding,MTSamples,natural_language,section,500,1.0,mean,False,0.836,0.836,0.836,0.8796666666666667,0.944,0.944,0.8821301587301587,0.964,0.964,0.8831003310415075,0.978,0.978,0.8833316191977956,0.986,0.986,0.883384840486311,0.99,0.99,0.836,0.9021659209210873,0.8821301587301587,4.132,1.0,1.0,1.0,1.4000000000000001,1.0,0.857620238095238,0.9065571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGE-base,General Embedding,PMC-Patients,keyword,full,500,1.0,mean,False,0.38,0.38,0.38,0.4456,0.558,0.558,0.4589976190476191,0.658,0.658,0.4643786881762888,0.736,0.736,0.4679047098002903,0.846,0.846,0.46881861553480464,0.912,0.912,0.38,0.5059620584126907,0.4589976190476191,30.858,3.0,1.0,23.0,15.4,8.799999999999999,0.4174984722222222,0.49805281746031743,"[305.0, 495.16500000000013]",0.5314035336356765,0.4642857142857143,0.7023809523809523,2.0,168.0,208.53571428571428,0.44075517075517073,0.3515151515151515,0.6545454545454545,4.0,165.0,396.8727272727273,0.40418211196654313,0.32335329341317365,0.6167664670658682,5.0,167.0,704.8383233532934,-0.13071731894109176,0.0034094614829927646,-0.055580691201950555,0.2147274588548374,0.01914203940677667,0.4078747267370022,0.31736526946107785,167.0,0.4381000191241155,0.3674698795180723,166.0,0.5308929759528561,0.4550898203592814,167.0,0.6739151477813721,0.8053936958312988,0.933973968509641,331.71697998046875
BGE-base,General Embedding,PMC-Patients,natural_language,full,500,1.0,mean,False,0.844,0.844,0.844,0.8798666666666667,0.938,0.938,0.8828992063492064,0.962,0.962,0.8838684951873033,0.976,0.976,0.8845077638524397,0.994,0.994,0.8845330803081358,0.996,0.996,0.844,0.9020008610810906,0.8828992063492064,3.284,1.0,1.0,1.0,0.6,0.4,0.8564596626984127,0.9077900396825396,"[305.0, 495.16500000000013]",0.9251228269085411,0.8928571428571429,0.9880952380952381,1.0,168.0,208.53571428571428,0.8473304473304473,0.806060606060606,0.9333333333333333,1.0,165.0,396.8727272727273,0.8755655355954757,0.8323353293413174,0.9640718562874252,1.0,167.0,704.8383233532934,,,,,,,,,,,,,,,,,,
BGE-base,General Embedding,PMC-Patients,keyword,fixed_256,1861,3.72,mean,False,0.366,0.366,0.366,0.43326666666666663,0.554,0.554,0.44077698412698413,0.61,0.61,0.44457253651920836,0.666,0.666,0.44785928978507183,0.772,0.772,0.4489466720589083,0.85,0.85,0.366,0.48138935152507695,0.44077698412698413,65.24,4.0,1.0,42.0,22.8,15.0,0.40000021825396825,0.47898442460317464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGE-base,General Embedding,PMC-Patients,natural_language,fixed_256,1861,3.72,mean,False,0.858,0.858,0.858,0.8941666666666667,0.95,0.95,0.8964619047619047,0.966,0.966,0.8974114579864579,0.98,0.98,0.8977812355314875,0.992,0.992,0.8978053319170297,0.994,0.994,0.858,0.9135189197912041,0.8964619047619047,5.286,1.0,1.0,1.0,0.8,0.6,0.8722077380952382,0.9190886904761906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGE-base,General Embedding,PMC-Patients,keyword,fixed_512,946,1.89,mean,False,0.308,0.308,0.308,0.3683666666666667,0.474,0.474,0.37863015873015876,0.55,0.55,0.38462641059490904,0.636,0.636,0.38872923554278604,0.764,0.764,0.3896722410003862,0.832,0.832,0.308,0.41931624081675206,0.37863015873015876,57.184,7.0,1.0,47.0,23.599999999999998,16.8,0.341497996031746,0.41677452380952384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGE-base,General Embedding,PMC-Patients,natural_language,fixed_512,946,1.89,mean,False,0.838,0.838,0.838,0.8737333333333333,0.932,0.932,0.8765682539682539,0.954,0.954,0.8780994539344386,0.974,0.974,0.8786858973012134,0.992,0.992,0.8787162003315163,0.994,0.994,0.838,0.89532778505749,0.8765682539682539,4.288,1.0,1.0,1.0,0.8,0.6,0.8486245238095238,0.9017516071428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGE-base,General Embedding,PMC-Patients,keyword,section,501,1.0,mean,False,0.38,0.38,0.38,0.4456,0.56,0.56,0.4586484126984127,0.658,0.658,0.4639030648230339,0.734,0.734,0.46750923598267,0.846,0.846,0.4684209068142392,0.912,0.912,0.38,0.5056916317958359,0.4586484126984127,30.948,3.5,1.0,23.0,15.4,8.799999999999999,0.4170506349206349,0.4976355158730158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGE-base,General Embedding,PMC-Patients,natural_language,section,501,1.0,mean,False,0.844,0.844,0.844,0.8798666666666667,0.938,0.938,0.8828992063492064,0.962,0.962,0.8838684951873033,0.976,0.976,0.8845077638524397,0.994,0.994,0.8845330803081358,0.996,0.996,0.844,0.9020008610810906,0.8828992063492064,3.284,1.0,1.0,1.0,0.6,0.4,0.8564596626984127,0.9077900396825396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGE-base,General Embedding,Synthetic,keyword,full,500,1.0,mean,False,0.138,0.138,0.138,0.2280666666666667,0.398,0.398,0.252834126984127,0.582,0.582,0.26821423595324523,0.806,0.806,0.2727926463985672,0.942,0.942,0.27328131936459266,0.974,0.974,0.138,0.32979673012864,0.252834126984127,16.198,8.0,3.0,17.0,5.800000000000001,2.6,0.2238971031746032,0.2858247619047619,"[289.0, 310.0]",0.23359634551495018,0.12790697674418605,0.5406976744186046,9.0,172.0,273.0348837209302,0.25386307133295083,0.13253012048192772,0.6204819277108434,7.0,166.0,300.28915662650604,0.27220507544581624,0.15432098765432098,0.5864197530864198,7.5,162.0,330.2098765432099,-0.13926007930213677,0.0018000635434134824,-0.11953106761870906,0.007457216681629237,0.021358872458362526,0.22602941176470587,0.11176470588235295,170.0,0.21716153127917834,0.10588235294117647,170.0,0.31921626984126983,0.2,160.0,0.7568697929382324,0.9326738119125366,0.898095445038302,265.4194030761719
BGE-base,General Embedding,Synthetic,natural_language,full,500,1.0,mean,False,0.376,0.376,0.376,0.4824,0.644,0.644,0.4935825396825397,0.728,0.728,0.496250658491835,0.762,0.762,0.4978758138637695,0.814,0.814,0.49830974925090915,0.846,0.846,0.376,0.5501502690097354,0.4935825396825397,45.08,2.0,1.0,13.0,18.6,15.4,0.45885295634920636,0.5339548412698413,"[289.0, 310.0]",0.43132844222960504,0.31976744186046513,0.6918604651162791,4.0,172.0,273.0348837209302,0.5276797666857909,0.3855421686746988,0.7891566265060241,2.0,166.0,300.28915662650604,0.5247403488144229,0.42592592592592593,0.7037037037037037,2.0,162.0,330.2098765432099,,,,,,,,,,,,,,,,,,
BGE-base,General Embedding,Synthetic,keyword,fixed_256,1497,2.99,mean,False,0.128,0.128,0.128,0.22063333333333332,0.404,0.404,0.24455873015873017,0.582,0.582,0.2589838047401515,0.782,0.782,0.26366181587476656,0.92,0.92,0.2644085028027295,0.972,0.972,0.128,0.3235560852528541,0.24455873015873017,18.74,8.0,3.0,17.0,8.0,2.8000000000000003,0.21787315476190475,0.2749638492063492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGE-base,General Embedding,Synthetic,natural_language,fixed_256,1497,2.99,mean,False,0.37,0.37,0.37,0.46643333333333326,0.62,0.62,0.4789896825396825,0.708,0.708,0.4822917523652818,0.756,0.756,0.48319762792431675,0.782,0.782,0.48389800388820253,0.83,0.83,0.37,0.5341710901946736,0.4789896825396825,76.624,3.0,1.0,18.0,21.8,17.0,0.4445557936507937,0.5166226190476192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGE-base,General Embedding,Synthetic,keyword,fixed_512,843,1.69,mean,False,0.122,0.122,0.122,0.21073333333333336,0.38,0.38,0.2357642857142857,0.566,0.566,0.250253034289412,0.774,0.774,0.25530005186618254,0.922,0.922,0.25602350041602107,0.97,0.97,0.122,0.31291574744232864,0.2357642857142857,18.296,8.0,3.0,19.0,7.8,3.0,0.20831081349206348,0.2668877777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGE-base,General Embedding,Synthetic,natural_language,fixed_512,843,1.69,mean,False,0.376,0.376,0.376,0.47546666666666665,0.632,0.632,0.4863626984126984,0.716,0.716,0.489714150555327,0.76,0.76,0.4911651129012395,0.806,0.806,0.4915902560177981,0.836,0.836,0.376,0.5414973483969042,0.4863626984126984,56.31,2.0,1.0,15.0,19.400000000000002,16.400000000000002,0.45165158730158733,0.5257177777777777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGE-base,General Embedding,Synthetic,keyword,section,843,1.69,mean,False,0.124,0.124,0.124,0.21389999999999998,0.388,0.388,0.2383611111111111,0.572,0.572,0.2523470877763448,0.774,0.774,0.2576658157820292,0.93,0.93,0.25840368194088237,0.978,0.978,0.124,0.31621858145362725,0.2383611111111111,17.238,8.0,3.0,19.0,7.000000000000001,2.1999999999999997,0.21198529761904764,0.2696833333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGE-base,General Embedding,Synthetic,natural_language,section,843,1.69,mean,False,0.372,0.372,0.372,0.46326666666666666,0.612,0.612,0.4765373015873016,0.706,0.706,0.4798055873864697,0.752,0.752,0.4811226562953896,0.794,0.794,0.4815771338236227,0.826,0.826,0.372,0.5315956323832883,0.4765373015873016,60.55,3.0,1.0,20.0,20.599999999999998,17.4,0.4417392857142858,0.5137154761904762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTE-base,General Embedding,MTSamples,keyword,full,500,1.0,mean,False,0.64,0.64,0.64,0.7211333333333333,0.844,0.844,0.729620634920635,0.904,0.904,0.7320218964042493,0.938,0.938,0.7325853487700046,0.958,0.958,0.7328580486491125,0.978,0.978,0.64,0.7719671635488407,0.729620634920635,8.234,1.0,1.0,3.0,4.2,2.1999999999999997,0.6963266666666666,0.7622467063492062,"[297.33399999999995, 508.833]",0.7946583024427335,0.7245508982035929,0.9221556886227545,1.0,167.0,197.32934131736528,0.7047977624784854,0.5963855421686747,0.8975903614457831,1.0,166.0,391.09638554216866,0.6892571998859424,0.5988023952095808,0.8922155688622755,1.0,167.0,794.8203592814372,-0.33208719304395257,2.4488525637747567e-14,-0.16081081815309992,0.00030576898403516985,0.023151511067052426,0.5718562874251497,0.47305389221556887,167.0,0.7583476764199656,0.6506024096385542,166.0,0.8588299591293602,0.7964071856287425,167.0,0.7585603594779968,0.8867967128753662,0.938132464123538,317.35626220703125
GTE-base,General Embedding,MTSamples,natural_language,full,500,1.0,mean,False,0.84,0.84,0.84,0.8827,0.948,0.948,0.8852396825396825,0.966,0.966,0.8860666888666888,0.976,0.976,0.8864527818714889,0.988,0.988,0.8865118845462086,0.992,0.992,0.84,0.905121217906572,0.8852396825396825,3.276,1.0,1.0,1.0,1.2,0.8,0.861889761904762,0.9101146825396825,"[297.33399999999995, 508.833]",0.895067008839464,0.8562874251497006,0.9580838323353293,1.0,167.0,197.32934131736528,0.8796567221266017,0.8313253012048193,0.963855421686747,1.0,166.0,391.09638554216866,0.8809618857523049,0.8323353293413174,0.9760479041916168,1.0,167.0,794.8203592814372,,,,,,,,,,,,,,,,,,
GTE-base,General Embedding,MTSamples,keyword,fixed_256,1943,3.89,mean,False,0.642,0.642,0.642,0.7173666666666667,0.836,0.836,0.7241230158730159,0.888,0.888,0.727155868924677,0.932,0.932,0.7281130959767044,0.96,0.96,0.7283735427747556,0.976,0.976,0.642,0.7637850863670395,0.7241230158730159,14.688,1.0,1.0,3.0,4.0,2.4,0.689700515873016,0.7569598809523809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTE-base,General Embedding,MTSamples,natural_language,fixed_256,1943,3.89,mean,False,0.864,0.864,0.864,0.8991333333333333,0.954,0.954,0.9010746031746032,0.97,0.97,0.9014465329991646,0.976,0.976,0.9018983862419784,0.988,0.988,0.9019521102957023,0.992,0.992,0.864,0.9179301095659381,0.9010746031746032,4.658,1.0,1.0,1.0,1.2,0.8,0.8790131746031745,0.9225175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTE-base,General Embedding,MTSamples,keyword,fixed_512,973,1.95,mean,False,0.626,0.626,0.626,0.7118,0.844,0.844,0.7207015873015873,0.914,0.914,0.7229745373907138,0.946,0.946,0.7238524920197169,0.97,0.97,0.723927006090567,0.976,0.976,0.626,0.7672331122708316,0.7207015873015873,7.84,1.0,1.0,3.0,3.0,2.4,0.6864290873015872,0.752017003968254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTE-base,General Embedding,MTSamples,natural_language,fixed_512,973,1.95,mean,False,0.85,0.85,0.85,0.8895,0.952,0.952,0.8918722222222223,0.97,0.97,0.8924995532245532,0.978,0.978,0.8929579235036994,0.992,0.992,0.892996385042161,0.994,0.994,0.85,0.9109709797367649,0.8918722222222223,2.96,1.0,1.0,1.0,0.8,0.6,0.8697086111111111,0.9135272222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTE-base,General Embedding,MTSamples,keyword,section,500,1.0,mean,False,0.64,0.64,0.64,0.7211333333333333,0.844,0.844,0.729620634920635,0.904,0.904,0.7320218964042493,0.938,0.938,0.7325853487700046,0.958,0.958,0.7328580486491125,0.978,0.978,0.64,0.7719671635488407,0.729620634920635,8.234,1.0,1.0,3.0,4.2,2.1999999999999997,0.6963266666666666,0.7622467063492062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTE-base,General Embedding,MTSamples,natural_language,section,500,1.0,mean,False,0.84,0.84,0.84,0.8827,0.948,0.948,0.8852396825396825,0.966,0.966,0.8860666888666888,0.976,0.976,0.8864527818714889,0.988,0.988,0.8865118845462086,0.992,0.992,0.84,0.905121217906572,0.8852396825396825,3.276,1.0,1.0,1.0,1.2,0.8,0.861889761904762,0.9101146825396825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
